Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size,pdc
BFO,bse_fo,GODREJCP,1105373,SO,CE,1060,GCPL,GODREJCP25DEC1060CE,GODREJCP 24th DEC 1060 CE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1114613,SO,CE,1080,GCPL,GODREJCP25DEC1080CE,GODREJCP 24th DEC 1080 CE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1107534,SO,CE,1100,GCPL,GODREJCP25DEC1100CE,GODREJCP 24th DEC 1100 CE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1116108,SO,CE,1120,GCPL,GODREJCP25DEC1120CE,GODREJCP 24th DEC 1120 CE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1110955,SO,CE,1140,GCPL,GODREJCP25DEC1140CE,GODREJCP 24th DEC 1140 CE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1102022,SO,CE,1160,GCPL,GODREJCP25DEC1160CE,GODREJCP 24th DEC 1160 CE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1111629,SO,CE,1180,GCPL,GODREJCP25DEC1180CE,GODREJCP 24th DEC 1180 CE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1104255,SO,CE,1200,GCPL,GODREJCP25DEC1200CE,GODREJCP 24th DEC 1200 CE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1105363,SO,CE,1220,GCPL,GODREJCP25DEC1220CE,GODREJCP 24th DEC 1220 CE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1114605,SO,CE,1240,GCPL,GODREJCP25DEC1240CE,GODREJCP 24th DEC 1240 CE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1106078,SO,CE,1260,GCPL,GODREJCP25DEC1260CE,GODREJCP 24th DEC 1260 CE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1115219,SO,CE,1280,GCPL,GODREJCP25DEC1280CE,GODREJCP 24th DEC 1280 CE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1110939,SO,CE,1300,GCPL,GODREJCP25DEC1300CE,GODREJCP 24th DEC 1300 CE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1102006,SO,CE,1320,GCPL,GODREJCP25DEC1320CE,GODREJCP 24th DEC 1320 CE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,824058,SO,CE,1340,GCPL,GODREJCP25DEC1340CE,GODREJCP 24th DEC 1340 CE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1132074,SO,CE,960,GCPL,GODREJCP25DEC960CE,GODREJCP 24th DEC 960 CE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1130179,SO,CE,980,GCPL,GODREJCP25DEC980CE,GODREJCP 24th DEC 980 CE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1128666,SO,PE,1000,GCPL,GODREJCP25DEC1000PE,GODREJCP 24th DEC 1000 PE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1117917,SO,PE,1020,GCPL,GODREJCP25DEC1020PE,GODREJCP 24th DEC 1020 PE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1116185,SO,PE,1040,GCPL,GODREJCP25DEC1040PE,GODREJCP 24th DEC 1040 PE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1111052,SO,PE,1060,GCPL,GODREJCP25DEC1060PE,GODREJCP 24th DEC 1060 PE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1102104,SO,PE,1080,GCPL,GODREJCP25DEC1080PE,GODREJCP 24th DEC 1080 PE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1112751,SO,PE,1100,GCPL,GODREJCP25DEC1100PE,GODREJCP 24th DEC 1100 PE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1104393,SO,PE,1120,GCPL,GODREJCP25DEC1120PE,GODREJCP 24th DEC 1120 PE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1113660,SO,PE,1140,GCPL,GODREJCP25DEC1140PE,GODREJCP 24th DEC 1140 PE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1105233,SO,PE,1160,GCPL,GODREJCP25DEC1160PE,GODREJCP 24th DEC 1160 PE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1114462,SO,PE,1180,GCPL,GODREJCP25DEC1180PE,GODREJCP 24th DEC 1180 PE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1116175,SO,PE,1200,GCPL,GODREJCP25DEC1200PE,GODREJCP 24th DEC 1200 PE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1111030,SO,PE,1220,GCPL,GODREJCP25DEC1220PE,GODREJCP 24th DEC 1220 PE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1102095,SO,PE,1240,GCPL,GODREJCP25DEC1240PE,GODREJCP 24th DEC 1240 PE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1111699,SO,PE,1260,GCPL,GODREJCP25DEC1260PE,GODREJCP 24th DEC 1260 PE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1102884,SO,PE,1280,GCPL,GODREJCP25DEC1280PE,GODREJCP 24th DEC 1280 PE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1113635,SO,PE,1300,GCPL,GODREJCP25DEC1300PE,GODREJCP 24th DEC 1300 PE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1105207,SO,PE,1320,GCPL,GODREJCP25DEC1320PE,GODREJCP 24th DEC 1320 PE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,824080,SO,PE,1340,GCPL,GODREJCP25DEC1340PE,GODREJCP 24th DEC 1340 PE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1132003,SO,PE,960,GCPL,GODREJCP25DEC960PE,GODREJCP 24th DEC 960 PE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1130296,SO,PE,980,GCPL,GODREJCP25DEC980PE,GODREJCP 24th DEC 980 PE,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1162419,SO,CE,1000,GCPL,GODREJCP26FEB1000CE,GODREJCP 26th FEB26 1000 CE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1166450,SO,CE,1020,GCPL,GODREJCP26FEB1020CE,GODREJCP 26th FEB26 1020 CE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1162910,SO,CE,1040,GCPL,GODREJCP26FEB1040CE,GODREJCP 26th FEB26 1040 CE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1166944,SO,CE,1060,GCPL,GODREJCP26FEB1060CE,GODREJCP 26th FEB26 1060 CE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1163443,SO,CE,1080,GCPL,GODREJCP26FEB1080CE,GODREJCP 26th FEB26 1080 CE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1168065,SO,CE,1100,GCPL,GODREJCP26FEB1100CE,GODREJCP 26th FEB26 1100 CE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1164604,SO,CE,1120,GCPL,GODREJCP26FEB1120CE,GODREJCP 26th FEB26 1120 CE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1168546,SO,CE,1140,GCPL,GODREJCP26FEB1140CE,GODREJCP 26th FEB26 1140 CE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1165110,SO,CE,1160,GCPL,GODREJCP26FEB1160CE,GODREJCP 26th FEB26 1160 CE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1169031,SO,CE,1180,GCPL,GODREJCP26FEB1180CE,GODREJCP 26th FEB26 1180 CE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1166279,SO,CE,1200,GCPL,GODREJCP26FEB1200CE,GODREJCP 26th FEB26 1200 CE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1162732,SO,CE,1220,GCPL,GODREJCP26FEB1220CE,GODREJCP 26th FEB26 1220 CE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1166757,SO,CE,1240,GCPL,GODREJCP26FEB1240CE,GODREJCP 26th FEB26 1240 CE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1167452,SO,CE,1260,GCPL,GODREJCP26FEB1260CE,GODREJCP 26th FEB26 1260 CE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1163921,SO,CE,1280,GCPL,GODREJCP26FEB1280CE,GODREJCP 26th FEB26 1280 CE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,822040,SO,CE,1300,GCPL,GODREJCP26FEB1300CE,GODREJCP 26th FEB26 1300 CE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,822491,SO,CE,1320,GCPL,GODREJCP26FEB1320CE,GODREJCP 26th FEB26 1320 CE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,824104,SO,CE,1340,GCPL,GODREJCP26FEB1340CE,GODREJCP 26th FEB26 1340 CE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1170347,SO,CE,980,GCPL,GODREJCP26FEB980CE,GODREJCP 26th FEB26 980 CE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1164209,SO,PE,1000,GCPL,GODREJCP26FEB1000PE,GODREJCP 26th FEB26 1000 PE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1168118,SO,PE,1020,GCPL,GODREJCP26FEB1020PE,GODREJCP 26th FEB26 1020 PE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1164665,SO,PE,1040,GCPL,GODREJCP26FEB1040PE,GODREJCP 26th FEB26 1040 PE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1168609,SO,PE,1060,GCPL,GODREJCP26FEB1060PE,GODREJCP 26th FEB26 1060 PE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1165178,SO,PE,1080,GCPL,GODREJCP26FEB1080PE,GODREJCP 26th FEB26 1080 PE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1162295,SO,PE,1100,GCPL,GODREJCP26FEB1100PE,GODREJCP 26th FEB26 1100 PE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1166345,SO,PE,1120,GCPL,GODREJCP26FEB1120PE,GODREJCP 26th FEB26 1120 PE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1162800,SO,PE,1140,GCPL,GODREJCP26FEB1140PE,GODREJCP 26th FEB26 1140 PE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1166816,SO,PE,1160,GCPL,GODREJCP26FEB1160PE,GODREJCP 26th FEB26 1160 PE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1163301,SO,PE,1180,GCPL,GODREJCP26FEB1180PE,GODREJCP 26th FEB26 1180 PE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1164646,SO,PE,1200,GCPL,GODREJCP26FEB1200PE,GODREJCP 26th FEB26 1200 PE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1168591,SO,PE,1220,GCPL,GODREJCP26FEB1220PE,GODREJCP 26th FEB26 1220 PE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1165160,SO,PE,1240,GCPL,GODREJCP26FEB1240PE,GODREJCP 26th FEB26 1240 PE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1169083,SO,PE,1260,GCPL,GODREJCP26FEB1260PE,GODREJCP 26th FEB26 1260 PE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1165691,SO,PE,1280,GCPL,GODREJCP26FEB1280PE,GODREJCP 26th FEB26 1280 PE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,821913,SO,PE,1300,GCPL,GODREJCP26FEB1300PE,GODREJCP 26th FEB26 1300 PE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,822612,SO,PE,1320,GCPL,GODREJCP26FEB1320PE,GODREJCP 26th FEB26 1320 PE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,824019,SO,PE,1340,GCPL,GODREJCP26FEB1340PE,GODREJCP 26th FEB26 1340 PE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1170105,SO,PE,980,GCPL,GODREJCP26FEB980PE,GODREJCP 26th FEB26 980 PE,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1165255,SF,XX,0,GCPL,GODREJCP26FEBFUT,GODREJCP 26th FEB26 FUT,2026-02-26,500,0.05,
BFO,bse_fo,GODREJCP,1101989,SF,XX,0,GCPL,GODREJCP25DECFUT,GODREJCP 24th DEC FUT,2025-12-24,500,0.05,
BFO,bse_fo,GODREJCP,1143338,SF,XX,0,GCPL,GODREJCP26JANFUT,GODREJCP 29th JAN26 FUT,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1149538,SO,CE,1000,GCPL,GODREJCP26JAN1000CE,GODREJCP 29th JAN26 1000 CE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1143120,SO,CE,1020,GCPL,GODREJCP26JAN1020CE,GODREJCP 29th JAN26 1020 CE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1150565,SO,CE,1040,GCPL,GODREJCP26JAN1040CE,GODREJCP 29th JAN26 1040 CE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1143899,SO,CE,1060,GCPL,GODREJCP26JAN1060CE,GODREJCP 29th JAN26 1060 CE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1151520,SO,CE,1080,GCPL,GODREJCP26JAN1080CE,GODREJCP 29th JAN26 1080 CE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1146227,SO,CE,1100,GCPL,GODREJCP26JAN1100CE,GODREJCP 29th JAN26 1100 CE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1138711,SO,CE,1120,GCPL,GODREJCP26JAN1120CE,GODREJCP 29th JAN26 1120 CE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1147098,SO,CE,1140,GCPL,GODREJCP26JAN1140CE,GODREJCP 29th JAN26 1140 CE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1139693,SO,CE,1160,GCPL,GODREJCP26JAN1160CE,GODREJCP 29th JAN26 1160 CE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1147782,SO,CE,1180,GCPL,GODREJCP26JAN1180CE,GODREJCP 29th JAN26 1180 CE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1142863,SO,CE,1200,GCPL,GODREJCP26JAN1200CE,GODREJCP 29th JAN26 1200 CE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1150183,SO,CE,1220,GCPL,GODREJCP26JAN1220CE,GODREJCP 29th JAN26 1220 CE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1143592,SO,CE,1240,GCPL,GODREJCP26JAN1240CE,GODREJCP 29th JAN26 1240 CE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1151212,SO,CE,1260,GCPL,GODREJCP26JAN1260CE,GODREJCP 29th JAN26 1260 CE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1154673,SO,CE,1280,GCPL,GODREJCP26JAN1280CE,GODREJCP 29th JAN26 1280 CE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1154301,SO,CE,1300,GCPL,GODREJCP26JAN1300CE,GODREJCP 29th JAN26 1300 CE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1154398,SO,CE,1320,GCPL,GODREJCP26JAN1320CE,GODREJCP 29th JAN26 1320 CE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,824072,SO,CE,1340,GCPL,GODREJCP26JAN1340CE,GODREJCP 29th JAN26 1340 CE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1146178,SO,CE,980,GCPL,GODREJCP26JAN980CE,GODREJCP 29th JAN26 980 CE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1137966,SO,PE,1000,GCPL,GODREJCP26JAN1000PE,GODREJCP 29th JAN26 1000 PE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1146324,SO,PE,1020,GCPL,GODREJCP26JAN1020PE,GODREJCP 29th JAN26 1020 PE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1138818,SO,PE,1040,GCPL,GODREJCP26JAN1040PE,GODREJCP 29th JAN26 1040 PE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1147186,SO,PE,1060,GCPL,GODREJCP26JAN1060PE,GODREJCP 29th JAN26 1060 PE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1139834,SO,PE,1080,GCPL,GODREJCP26JAN1080PE,GODREJCP 29th JAN26 1080 PE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1149292,SO,PE,1100,GCPL,GODREJCP26JAN1100PE,GODREJCP 29th JAN26 1100 PE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1142941,SO,PE,1120,GCPL,GODREJCP26JAN1120PE,GODREJCP 29th JAN26 1120 PE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1150282,SO,PE,1140,GCPL,GODREJCP26JAN1140PE,GODREJCP 29th JAN26 1140 PE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1143696,SO,PE,1160,GCPL,GODREJCP26JAN1160PE,GODREJCP 29th JAN26 1160 PE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1151314,SO,PE,1180,GCPL,GODREJCP26JAN1180PE,GODREJCP 29th JAN26 1180 PE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1145989,SO,PE,1200,GCPL,GODREJCP26JAN1200PE,GODREJCP 29th JAN26 1200 PE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1138519,SO,PE,1220,GCPL,GODREJCP26JAN1220PE,GODREJCP 29th JAN26 1220 PE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1146871,SO,PE,1240,GCPL,GODREJCP26JAN1240PE,GODREJCP 29th JAN26 1240 PE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1139405,SO,PE,1260,GCPL,GODREJCP26JAN1260PE,GODREJCP 29th JAN26 1260 PE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1154661,SO,PE,1280,GCPL,GODREJCP26JAN1280PE,GODREJCP 29th JAN26 1280 PE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1154731,SO,PE,1300,GCPL,GODREJCP26JAN1300PE,GODREJCP 29th JAN26 1300 PE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1154755,SO,PE,1320,GCPL,GODREJCP26JAN1320PE,GODREJCP 29th JAN26 1320 PE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,824101,SO,PE,1340,GCPL,GODREJCP26JAN1340PE,GODREJCP 29th JAN26 1340 PE,2026-01-29,500,0.05,
BFO,bse_fo,GODREJCP,1139325,SO,PE,980,GCPL,GODREJCP26JAN980PE,GODREJCP 29th JAN26 980 PE,2026-01-29,500,0.05,
BFO,bse_fo,GLENMARK,1134942,SO,CE,1680,GLPL,GLENMARK25DEC1680CE,GLENMARK 24th DEC 1680 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1134221,SO,CE,1700,GLPL,GLENMARK25DEC1700CE,GLENMARK 24th DEC 1700 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1132888,SO,CE,1720,GLPL,GLENMARK25DEC1720CE,GLENMARK 24th DEC 1720 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1132524,SO,CE,1740,GLPL,GLENMARK25DEC1740CE,GLENMARK 24th DEC 1740 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1132037,SO,CE,1760,GLPL,GLENMARK25DEC1760CE,GLENMARK 24th DEC 1760 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1130135,SO,CE,1780,GLPL,GLENMARK25DEC1780CE,GLENMARK 24th DEC 1780 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1130263,SO,CE,1800,GLPL,GLENMARK25DEC1800CE,GLENMARK 24th DEC 1800 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1118312,SO,CE,1820,GLPL,GLENMARK25DEC1820CE,GLENMARK 24th DEC 1820 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1117524,SO,CE,1840,GLPL,GLENMARK25DEC1840CE,GLENMARK 24th DEC 1840 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1117580,SO,CE,1860,GLPL,GLENMARK25DEC1860CE,GLENMARK 24th DEC 1860 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1117652,SO,CE,1880,GLPL,GLENMARK25DEC1880CE,GLENMARK 24th DEC 1880 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1103158,SO,CE,1900,GLPL,GLENMARK25DEC1900CE,GLENMARK 24th DEC 1900 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1112672,SO,CE,1920,GLPL,GLENMARK25DEC1920CE,GLENMARK 24th DEC 1920 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1104302,SO,CE,1940,GLPL,GLENMARK25DEC1940CE,GLENMARK 24th DEC 1940 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1113588,SO,CE,1960,GLPL,GLENMARK25DEC1960CE,GLENMARK 24th DEC 1960 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1105163,SO,CE,1980,GLPL,GLENMARK25DEC1980CE,GLENMARK 24th DEC 1980 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1113402,SO,CE,2000,GLPL,GLENMARK25DEC2000CE,GLENMARK 24th DEC 2000 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1105025,SO,CE,2020,GLPL,GLENMARK25DEC2020CE,GLENMARK 24th DEC 2020 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1114291,SO,CE,2040,GLPL,GLENMARK25DEC2040CE,GLENMARK 24th DEC 2040 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1105730,SO,CE,2060,GLPL,GLENMARK25DEC2060CE,GLENMARK 24th DEC 2060 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1114898,SO,CE,2080,GLPL,GLENMARK25DEC2080CE,GLENMARK 24th DEC 2080 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1107956,SO,CE,2100,GLPL,GLENMARK25DEC2100CE,GLENMARK 24th DEC 2100 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1116396,SO,CE,2120,GLPL,GLENMARK25DEC2120CE,GLENMARK 24th DEC 2120 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1111273,SO,CE,2140,GLPL,GLENMARK25DEC2140CE,GLENMARK 24th DEC 2140 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1102374,SO,CE,2160,GLPL,GLENMARK25DEC2160CE,GLENMARK 24th DEC 2160 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1111902,SO,CE,2180,GLPL,GLENMARK25DEC2180CE,GLENMARK 24th DEC 2180 CE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1134995,SO,PE,1680,GLPL,GLENMARK25DEC1680PE,GLENMARK 24th DEC 1680 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1134367,SO,PE,1700,GLPL,GLENMARK25DEC1700PE,GLENMARK 24th DEC 1700 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1133069,SO,PE,1720,GLPL,GLENMARK25DEC1720PE,GLENMARK 24th DEC 1720 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1132690,SO,PE,1740,GLPL,GLENMARK25DEC1740PE,GLENMARK 24th DEC 1740 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1132075,SO,PE,1760,GLPL,GLENMARK25DEC1760PE,GLENMARK 24th DEC 1760 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1130182,SO,PE,1780,GLPL,GLENMARK25DEC1780PE,GLENMARK 24th DEC 1780 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1130105,SO,PE,1800,GLPL,GLENMARK25DEC1800PE,GLENMARK 24th DEC 1800 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1118455,SO,PE,1820,GLPL,GLENMARK25DEC1820PE,GLENMARK 24th DEC 1820 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1117980,SO,PE,1840,GLPL,GLENMARK25DEC1840PE,GLENMARK 24th DEC 1840 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1118030,SO,PE,1860,GLPL,GLENMARK25DEC1860PE,GLENMARK 24th DEC 1860 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1118093,SO,PE,1880,GLPL,GLENMARK25DEC1880PE,GLENMARK 24th DEC 1880 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1106344,SO,PE,1900,GLPL,GLENMARK25DEC1900PE,GLENMARK 24th DEC 1900 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1115361,SO,PE,1920,GLPL,GLENMARK25DEC1920PE,GLENMARK 24th DEC 1920 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1107353,SO,PE,1940,GLPL,GLENMARK25DEC1940PE,GLENMARK 24th DEC 1940 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1115992,SO,PE,1960,GLPL,GLENMARK25DEC1960PE,GLENMARK 24th DEC 1960 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1110813,SO,PE,1980,GLPL,GLENMARK25DEC1980PE,GLENMARK 24th DEC 1980 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1115850,SO,PE,2000,GLPL,GLENMARK25DEC2000PE,GLENMARK 24th DEC 2000 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1109471,SO,PE,2020,GLPL,GLENMARK25DEC2020PE,GLENMARK 24th DEC 2020 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1101671,SO,PE,2040,GLPL,GLENMARK25DEC2040PE,GLENMARK 24th DEC 2040 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1111356,SO,PE,2060,GLPL,GLENMARK25DEC2060PE,GLENMARK 24th DEC 2060 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1102490,SO,PE,2080,GLPL,GLENMARK25DEC2080PE,GLENMARK 24th DEC 2080 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1113188,SO,PE,2100,GLPL,GLENMARK25DEC2100PE,GLENMARK 24th DEC 2100 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1104827,SO,PE,2120,GLPL,GLENMARK25DEC2120PE,GLENMARK 24th DEC 2120 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1114067,SO,PE,2140,GLPL,GLENMARK25DEC2140PE,GLENMARK 24th DEC 2140 PE,2025-12-24,375,0.05,
BFO,bse_fo,GLENMARK,1105532,SO,PE,2160,GLPL,GLENMARK25DEC2160PE,GLENMARK 24th DEC 2160 PE,2025-12-24,375,0.05,
