Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size
BCD,bcs_fo,USDINR,1048990,OPTCUR,PE,89.9,USDINR,USDINR30JAN26P89.9,USDINR 30th JAN26 89.9 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102463,OPTCUR,CE,90.0,USDINR,USDINR30JAN26C90.0,USDINR 30th JAN26 90.0 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102457,OPTCUR,PE,90.0,USDINR,USDINR30JAN26P90.0,USDINR 30th JAN26 90.0 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1048991,OPTCUR,CE,90.1,USDINR,USDINR30JAN26C90.1,USDINR 30th JAN26 90.1 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1048992,OPTCUR,PE,90.1,USDINR,USDINR30JAN26P90.1,USDINR 30th JAN26 90.1 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1048993,OPTCUR,CE,90.2,USDINR,USDINR30JAN26C90.2,USDINR 30th JAN26 90.2 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1048994,OPTCUR,PE,90.2,USDINR,USDINR30JAN26P90.2,USDINR 30th JAN26 90.2 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1048995,OPTCUR,CE,90.3,USDINR,USDINR30JAN26C90.3,USDINR 30th JAN26 90.3 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1048996,OPTCUR,PE,90.3,USDINR,USDINR30JAN26P90.3,USDINR 30th JAN26 90.3 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1048997,OPTCUR,CE,90.4,USDINR,USDINR30JAN26C90.4,USDINR 30th JAN26 90.4 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1048998,OPTCUR,PE,90.4,USDINR,USDINR30JAN26P90.4,USDINR 30th JAN26 90.4 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102450,OPTCUR,CE,90.5,USDINR,USDINR30JAN26C90.5,USDINR 30th JAN26 90.5 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102442,OPTCUR,PE,90.5,USDINR,USDINR30JAN26P90.5,USDINR 30th JAN26 90.5 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1048999,OPTCUR,CE,90.6,USDINR,USDINR30JAN26C90.6,USDINR 30th JAN26 90.6 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1049000,OPTCUR,PE,90.6,USDINR,USDINR30JAN26P90.6,USDINR 30th JAN26 90.6 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1049001,OPTCUR,CE,90.7,USDINR,USDINR30JAN26C90.7,USDINR 30th JAN26 90.7 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1049002,OPTCUR,PE,90.7,USDINR,USDINR30JAN26P90.7,USDINR 30th JAN26 90.7 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1049003,OPTCUR,CE,90.8,USDINR,USDINR30JAN26C90.8,USDINR 30th JAN26 90.8 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1049004,OPTCUR,PE,90.8,USDINR,USDINR30JAN26P90.8,USDINR 30th JAN26 90.8 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1049005,OPTCUR,CE,90.9,USDINR,USDINR30JAN26C90.9,USDINR 30th JAN26 90.9 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1049006,OPTCUR,PE,90.9,USDINR,USDINR30JAN26P90.9,USDINR 30th JAN26 90.9 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102660,OPTCUR,CE,91.0,USDINR,USDINR30JAN26C91.0,USDINR 30th JAN26 91.0 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102651,OPTCUR,PE,91.0,USDINR,USDINR30JAN26P91.0,USDINR 30th JAN26 91.0 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1049007,OPTCUR,CE,91.1,USDINR,USDINR30JAN26C91.1,USDINR 30th JAN26 91.1 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1049008,OPTCUR,PE,91.1,USDINR,USDINR30JAN26P91.1,USDINR 30th JAN26 91.1 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1049009,OPTCUR,CE,91.2,USDINR,USDINR30JAN26C91.2,USDINR 30th JAN26 91.2 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1049010,OPTCUR,PE,91.2,USDINR,USDINR30JAN26P91.2,USDINR 30th JAN26 91.2 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1049011,OPTCUR,CE,91.3,USDINR,USDINR30JAN26C91.3,USDINR 30th JAN26 91.3 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1049012,OPTCUR,PE,91.3,USDINR,USDINR30JAN26P91.3,USDINR 30th JAN26 91.3 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1049013,OPTCUR,CE,91.4,USDINR,USDINR30JAN26C91.4,USDINR 30th JAN26 91.4 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1049014,OPTCUR,PE,91.4,USDINR,USDINR30JAN26P91.4,USDINR 30th JAN26 91.4 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102642,OPTCUR,CE,91.5,USDINR,USDINR30JAN26C91.5,USDINR 30th JAN26 91.5 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102634,OPTCUR,PE,91.5,USDINR,USDINR30JAN26P91.5,USDINR 30th JAN26 91.5 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1049015,OPTCUR,CE,91.6,USDINR,USDINR30JAN26C91.6,USDINR 30th JAN26 91.6 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1049016,OPTCUR,PE,91.6,USDINR,USDINR30JAN26P91.6,USDINR 30th JAN26 91.6 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1049017,OPTCUR,CE,91.7,USDINR,USDINR30JAN26C91.7,USDINR 30th JAN26 91.7 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1049018,OPTCUR,PE,91.7,USDINR,USDINR30JAN26P91.7,USDINR 30th JAN26 91.7 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1050503,OPTCUR,CE,91.8,USDINR,USDINR30JAN26C91.8,USDINR 30th JAN26 91.8 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1050504,OPTCUR,PE,91.8,USDINR,USDINR30JAN26P91.8,USDINR 30th JAN26 91.8 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1050505,OPTCUR,CE,91.9,USDINR,USDINR30JAN26C91.9,USDINR 30th JAN26 91.9 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1050506,OPTCUR,PE,91.9,USDINR,USDINR30JAN26P91.9,USDINR 30th JAN26 91.9 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102452,OPTCUR,CE,92.0,USDINR,USDINR30JAN26C92.0,USDINR 30th JAN26 92.0 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102444,OPTCUR,PE,92.0,USDINR,USDINR30JAN26P92.0,USDINR 30th JAN26 92.0 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1050507,OPTCUR,CE,92.1,USDINR,USDINR30JAN26C92.1,USDINR 30th JAN26 92.1 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1050508,OPTCUR,PE,92.1,USDINR,USDINR30JAN26P92.1,USDINR 30th JAN26 92.1 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1050509,OPTCUR,CE,92.2,USDINR,USDINR30JAN26C92.2,USDINR 30th JAN26 92.2 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1050510,OPTCUR,PE,92.2,USDINR,USDINR30JAN26P92.2,USDINR 30th JAN26 92.2 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1050609,OPTCUR,CE,92.3,USDINR,USDINR30JAN26C92.3,USDINR 30th JAN26 92.3 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1050610,OPTCUR,PE,92.3,USDINR,USDINR30JAN26P92.3,USDINR 30th JAN26 92.3 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1051564,OPTCUR,CE,92.4,USDINR,USDINR30JAN26C92.4,USDINR 30th JAN26 92.4 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1051565,OPTCUR,PE,92.4,USDINR,USDINR30JAN26P92.4,USDINR 30th JAN26 92.4 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102431,OPTCUR,CE,92.5,USDINR,USDINR30JAN26C92.5,USDINR 30th JAN26 92.5 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102421,OPTCUR,PE,92.5,USDINR,USDINR30JAN26P92.5,USDINR 30th JAN26 92.5 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1052064,OPTCUR,CE,92.6,USDINR,USDINR30JAN26C92.6,USDINR 30th JAN26 92.6 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1052065,OPTCUR,PE,92.6,USDINR,USDINR30JAN26P92.6,USDINR 30th JAN26 92.6 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1052066,OPTCUR,CE,92.7,USDINR,USDINR30JAN26C92.7,USDINR 30th JAN26 92.7 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1052067,OPTCUR,PE,92.7,USDINR,USDINR30JAN26P92.7,USDINR 30th JAN26 92.7 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1052194,OPTCUR,CE,92.8,USDINR,USDINR30JAN26C92.8,USDINR 30th JAN26 92.8 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1052195,OPTCUR,PE,92.8,USDINR,USDINR30JAN26P92.8,USDINR 30th JAN26 92.8 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102383,OPTCUR,CE,89.25,USDINR,USDINR30JAN26C89.25,USDINR 30th JAN26 89.25 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102376,OPTCUR,PE,89.25,USDINR,USDINR30JAN26P89.25,USDINR 30th JAN26 89.25 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102572,OPTCUR,CE,88.75,USDINR,USDINR30JAN26C88.75,USDINR 30th JAN26 88.75 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102566,OPTCUR,PE,88.75,USDINR,USDINR30JAN26P88.75,USDINR 30th JAN26 88.75 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102587,OPTCUR,CE,88.25,USDINR,USDINR30JAN26C88.25,USDINR 30th JAN26 88.25 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102580,OPTCUR,PE,88.25,USDINR,USDINR30JAN26P88.25,USDINR 30th JAN26 88.25 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102381,OPTCUR,CE,87.75,USDINR,USDINR30JAN26C87.75,USDINR 30th JAN26 87.75 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102374,OPTCUR,PE,87.75,USDINR,USDINR30JAN26P87.75,USDINR 30th JAN26 87.75 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102394,OPTCUR,CE,87.25,USDINR,USDINR30JAN26C87.25,USDINR 30th JAN26 87.25 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102390,OPTCUR,PE,87.25,USDINR,USDINR30JAN26P87.25,USDINR 30th JAN26 87.25 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102585,OPTCUR,CE,86.75,USDINR,USDINR30JAN26C86.75,USDINR 30th JAN26 86.75 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102579,OPTCUR,PE,86.75,USDINR,USDINR30JAN26P86.75,USDINR 30th JAN26 86.75 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102366,OPTCUR,CE,89.75,USDINR,USDINR30JAN26C89.75,USDINR 30th JAN26 89.75 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102359,OPTCUR,PE,89.75,USDINR,USDINR30JAN26P89.75,USDINR 30th JAN26 89.75 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102688,OPTCUR,CE,90.25,USDINR,USDINR30JAN26C90.25,USDINR 30th JAN26 90.25 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102681,OPTCUR,PE,90.25,USDINR,USDINR30JAN26P90.25,USDINR 30th JAN26 90.25 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102673,OPTCUR,CE,90.75,USDINR,USDINR30JAN26C90.75,USDINR 30th JAN26 90.75 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102669,OPTCUR,PE,90.75,USDINR,USDINR30JAN26P90.75,USDINR 30th JAN26 90.75 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102478,OPTCUR,CE,91.25,USDINR,USDINR30JAN26C91.25,USDINR 30th JAN26 91.25 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102472,OPTCUR,PE,91.25,USDINR,USDINR30JAN26P91.25,USDINR 30th JAN26 91.25 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102505,OPTCUR,CE,91.75,USDINR,USDINR30JAN26C91.75,USDINR 30th JAN26 91.75 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102492,OPTCUR,PE,91.75,USDINR,USDINR30JAN26P91.75,USDINR 30th JAN26 91.75 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102674,OPTCUR,CE,92.25,USDINR,USDINR30JAN26C92.25,USDINR 30th JAN26 92.25 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102670,OPTCUR,PE,92.25,USDINR,USDINR30JAN26P92.25,USDINR 30th JAN26 92.25 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102702,OPTCUR,CE,92.75,USDINR,USDINR30JAN26C92.75,USDINR 30th JAN26 92.75 CE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,2102691,OPTCUR,PE,92.75,USDINR,USDINR30JAN26P92.75,USDINR 30th JAN26 92.75 PE,2026-01-30,1,0.0025
BCD,bcs_fo,USDINR,1049933,OPTCUR,CE,89.7,USDINR,USDINR06FEB26C89.7,USDINR 6th FEB26 89.7 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049934,OPTCUR,PE,89.7,USDINR,USDINR06FEB26P89.7,USDINR 6th FEB26 89.7 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049931,OPTCUR,CE,89.6,USDINR,USDINR06FEB26C89.6,USDINR 6th FEB26 89.6 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049932,OPTCUR,PE,89.6,USDINR,USDINR06FEB26P89.6,USDINR 6th FEB26 89.6 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,2103179,OPTCUR,CE,89.5,USDINR,USDINR06FEB26C89.5,USDINR 6th FEB26 89.5 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,2103168,OPTCUR,PE,89.5,USDINR,USDINR06FEB26P89.5,USDINR 6th FEB26 89.5 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049929,OPTCUR,CE,89.4,USDINR,USDINR06FEB26C89.4,USDINR 6th FEB26 89.4 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049930,OPTCUR,PE,89.4,USDINR,USDINR06FEB26P89.4,USDINR 6th FEB26 89.4 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049927,OPTCUR,CE,89.3,USDINR,USDINR06FEB26C89.3,USDINR 6th FEB26 89.3 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049928,OPTCUR,PE,89.3,USDINR,USDINR06FEB26P89.3,USDINR 6th FEB26 89.3 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049925,OPTCUR,CE,89.2,USDINR,USDINR06FEB26C89.2,USDINR 6th FEB26 89.2 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049926,OPTCUR,PE,89.2,USDINR,USDINR06FEB26P89.2,USDINR 6th FEB26 89.2 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049923,OPTCUR,CE,89.1,USDINR,USDINR06FEB26C89.1,USDINR 6th FEB26 89.1 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049924,OPTCUR,PE,89.1,USDINR,USDINR06FEB26P89.1,USDINR 6th FEB26 89.1 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,2103202,OPTCUR,CE,89.0,USDINR,USDINR06FEB26C89.0,USDINR 6th FEB26 89.0 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,2103191,OPTCUR,PE,89.0,USDINR,USDINR06FEB26P89.0,USDINR 6th FEB26 89.0 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049921,OPTCUR,CE,88.9,USDINR,USDINR06FEB26C88.9,USDINR 6th FEB26 88.9 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049922,OPTCUR,PE,88.9,USDINR,USDINR06FEB26P88.9,USDINR 6th FEB26 88.9 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049919,OPTCUR,CE,88.8,USDINR,USDINR06FEB26C88.8,USDINR 6th FEB26 88.8 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049920,OPTCUR,PE,88.8,USDINR,USDINR06FEB26P88.8,USDINR 6th FEB26 88.8 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049917,OPTCUR,CE,88.7,USDINR,USDINR06FEB26C88.7,USDINR 6th FEB26 88.7 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049918,OPTCUR,PE,88.7,USDINR,USDINR06FEB26P88.7,USDINR 6th FEB26 88.7 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049915,OPTCUR,CE,88.6,USDINR,USDINR06FEB26C88.6,USDINR 6th FEB26 88.6 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049916,OPTCUR,PE,88.6,USDINR,USDINR06FEB26P88.6,USDINR 6th FEB26 88.6 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,2102907,OPTCUR,CE,88.5,USDINR,USDINR06FEB26C88.5,USDINR 6th FEB26 88.5 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,2102898,OPTCUR,PE,88.5,USDINR,USDINR06FEB26P88.5,USDINR 6th FEB26 88.5 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049867,OPTCUR,CE,88.4,USDINR,USDINR06FEB26C88.4,USDINR 6th FEB26 88.4 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049868,OPTCUR,PE,88.4,USDINR,USDINR06FEB26P88.4,USDINR 6th FEB26 88.4 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049869,OPTCUR,CE,88.3,USDINR,USDINR06FEB26C88.3,USDINR 6th FEB26 88.3 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049870,OPTCUR,PE,88.3,USDINR,USDINR06FEB26P88.3,USDINR 6th FEB26 88.3 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049871,OPTCUR,CE,88.2,USDINR,USDINR06FEB26C88.2,USDINR 6th FEB26 88.2 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049872,OPTCUR,PE,88.2,USDINR,USDINR06FEB26P88.2,USDINR 6th FEB26 88.2 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049873,OPTCUR,CE,88.1,USDINR,USDINR06FEB26C88.1,USDINR 6th FEB26 88.1 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049874,OPTCUR,PE,88.1,USDINR,USDINR06FEB26P88.1,USDINR 6th FEB26 88.1 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,2102921,OPTCUR,CE,88.0,USDINR,USDINR06FEB26C88.0,USDINR 6th FEB26 88.0 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,2102914,OPTCUR,PE,88.0,USDINR,USDINR06FEB26P88.0,USDINR 6th FEB26 88.0 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049875,OPTCUR,CE,87.9,USDINR,USDINR06FEB26C87.9,USDINR 6th FEB26 87.9 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049876,OPTCUR,PE,87.9,USDINR,USDINR06FEB26P87.9,USDINR 6th FEB26 87.9 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049877,OPTCUR,CE,87.8,USDINR,USDINR06FEB26C87.8,USDINR 6th FEB26 87.8 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049878,OPTCUR,PE,87.8,USDINR,USDINR06FEB26P87.8,USDINR 6th FEB26 87.8 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049879,OPTCUR,CE,87.7,USDINR,USDINR06FEB26C87.7,USDINR 6th FEB26 87.7 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049880,OPTCUR,PE,87.7,USDINR,USDINR06FEB26P87.7,USDINR 6th FEB26 87.7 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049881,OPTCUR,CE,87.6,USDINR,USDINR06FEB26C87.6,USDINR 6th FEB26 87.6 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049882,OPTCUR,PE,87.6,USDINR,USDINR06FEB26P87.6,USDINR 6th FEB26 87.6 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,2103200,OPTCUR,CE,87.5,USDINR,USDINR06FEB26C87.5,USDINR 6th FEB26 87.5 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,2103189,OPTCUR,PE,87.5,USDINR,USDINR06FEB26P87.5,USDINR 6th FEB26 87.5 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049883,OPTCUR,CE,87.4,USDINR,USDINR06FEB26C87.4,USDINR 6th FEB26 87.4 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049884,OPTCUR,PE,87.4,USDINR,USDINR06FEB26P87.4,USDINR 6th FEB26 87.4 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049885,OPTCUR,CE,87.3,USDINR,USDINR06FEB26C87.3,USDINR 6th FEB26 87.3 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049886,OPTCUR,PE,87.3,USDINR,USDINR06FEB26P87.3,USDINR 6th FEB26 87.3 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049887,OPTCUR,CE,87.2,USDINR,USDINR06FEB26C87.2,USDINR 6th FEB26 87.2 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049888,OPTCUR,PE,87.2,USDINR,USDINR06FEB26P87.2,USDINR 6th FEB26 87.2 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049889,OPTCUR,CE,87.1,USDINR,USDINR06FEB26C87.1,USDINR 6th FEB26 87.1 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049890,OPTCUR,PE,87.1,USDINR,USDINR06FEB26P87.1,USDINR 6th FEB26 87.1 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,2103222,OPTCUR,CE,87.0,USDINR,USDINR06FEB26C87.0,USDINR 6th FEB26 87.0 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,2103213,OPTCUR,PE,87.0,USDINR,USDINR06FEB26P87.0,USDINR 6th FEB26 87.0 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049891,OPTCUR,CE,86.9,USDINR,USDINR06FEB26C86.9,USDINR 6th FEB26 86.9 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049892,OPTCUR,PE,86.9,USDINR,USDINR06FEB26P86.9,USDINR 6th FEB26 86.9 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049893,OPTCUR,CE,86.8,USDINR,USDINR06FEB26C86.8,USDINR 6th FEB26 86.8 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049894,OPTCUR,PE,86.8,USDINR,USDINR06FEB26P86.8,USDINR 6th FEB26 86.8 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049935,OPTCUR,CE,89.8,USDINR,USDINR06FEB26C89.8,USDINR 6th FEB26 89.8 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049936,OPTCUR,PE,89.8,USDINR,USDINR06FEB26P89.8,USDINR 6th FEB26 89.8 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049937,OPTCUR,CE,89.9,USDINR,USDINR06FEB26C89.9,USDINR 6th FEB26 89.9 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049938,OPTCUR,PE,89.9,USDINR,USDINR06FEB26P89.9,USDINR 6th FEB26 89.9 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,2103081,OPTCUR,CE,90.0,USDINR,USDINR06FEB26C90.0,USDINR 6th FEB26 90.0 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,2103068,OPTCUR,PE,90.0,USDINR,USDINR06FEB26P90.0,USDINR 6th FEB26 90.0 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049939,OPTCUR,CE,90.1,USDINR,USDINR06FEB26C90.1,USDINR 6th FEB26 90.1 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049940,OPTCUR,PE,90.1,USDINR,USDINR06FEB26P90.1,USDINR 6th FEB26 90.1 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049941,OPTCUR,CE,90.2,USDINR,USDINR06FEB26C90.2,USDINR 6th FEB26 90.2 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049942,OPTCUR,PE,90.2,USDINR,USDINR06FEB26P90.2,USDINR 6th FEB26 90.2 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049943,OPTCUR,CE,90.3,USDINR,USDINR06FEB26C90.3,USDINR 6th FEB26 90.3 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049944,OPTCUR,PE,90.3,USDINR,USDINR06FEB26P90.3,USDINR 6th FEB26 90.3 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049945,OPTCUR,CE,90.4,USDINR,USDINR06FEB26C90.4,USDINR 6th FEB26 90.4 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,1049946,OPTCUR,PE,90.4,USDINR,USDINR06FEB26P90.4,USDINR 6th FEB26 90.4 PE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,2103051,OPTCUR,CE,90.5,USDINR,USDINR06FEB26C90.5,USDINR 6th FEB26 90.5 CE,2026-02-06,1,0.0025
BCD,bcs_fo,USDINR,2103040,OPTCUR,PE,90.5,USDINR,USDINR06FEB26P90.5,USDINR 6th FEB26 90.5 PE,2026-02-06,1,0.0025
